t_h,ws_HH_m/s,wd_HH_deg
48509.0,16.815972992374768,304.8914744
48509.5,18.096167690795667,307.399381
48510.0,19.900862595469633,308.3771388
48510.5,21.201567507821167,312.69338730000004
48511.0,21.602823313249115,313.4622065
48511.5,21.453892474012147,310.15819799999997
48512.0,21.4138502257696,306.51833339999996
48512.5,21.264877391960894,306.3066711
48513.0,21.31240242590688,308.4776942
48513.5,21.27859768328176,308.579862
48514.0,21.091172457725037,309.5257289
48514.5,20.934234305000828,309.419782
48515.0,21.055066140363234,309.7079519
48515.5,21.614549621825645,310.2505595
48516.0,21.961156247953344,310.4442622
48516.5,22.35381093783314,311.03721110000004
48517.0,22.142995485367784,311.643781
48517.5,21.973874843484307,310.66732030000003
48518.0,21.591761678737367,312.0059738
48518.5,20.570572142765098,312.7557068
48519.0,19.78349514461313,312.2580388
48519.5,19.757044659448397,312.5272115
48520.0,19.352078954138786,311.637853
48520.5,18.651151204374557,311.840065
48521.0,17.638629572874773,312.6814041
48521.5,16.25908217568803,309.7096405
48522.0,13.707055785764371,310.1729406
48522.5,10.422659588278565,307.6052551
48523.0,7.410885933205204,297.0229797
48523.5,6.083381260780189,284.03803
48524.0,5.544083976230277,271.6682078
48524.5,5.580292569803414,258.5057551
48525.0,5.322770989376036,262.52750649999996
48525.5,4.570420032422108,273.1789551
48526.0,5.0217186169933195,255.4425964
48526.5,4.969166734184888,242.5685603
48527.0,3.4941923515516624,241.0648193
48527.5,4.465327867090657,234.9766541
48528.0,4.967532664053647,239.8018188
48528.5,5.255096354350784,243.8319143
48529.0,5.21377987955251,244.4466731
48529.5,5.735792058326373,235.0910695
48530.0,5.760272309673212,245.4671275
48530.5,6.058000577961157,229.2052689
48531.0,6.061279456525592,232.2983017
48531.5,6.285824058819164,236.268659
48532.0,7.16488365513896,245.1103719
48532.5,9.32112015762331,253.200091
48533.0,11.588616094198365,258.1266022
48533.5,12.365101410431647,258.3292236
48534.0,13.731829257452569,259.72734579999997
48534.5,14.73046285801729,260.1150004
48535.0,15.27040129257081,262.1998774
48535.5,16.526870150724537,259.2623774
48536.0,18.22671931279383,257.8353704
48536.5,19.207532705214426,257.57365419999996
48537.0,19.616875156195412,259.9490102
48537.5,19.231679449835067,263.7244008
48538.0,19.17973501288523,266.5007044
48538.5,19.241884864538825,268.7240804
48539.0,19.207046434110698,270.60586290000003
48539.5,19.22338588288422,271.4166743
48540.0,19.702385440111975,273.30666859999997
48540.5,19.73011258787265,273.5230331
48541.0,19.908368597523914,274.5681101
48541.5,20.0142743509734,279.4243139
48542.0,20.041061877588266,283.9995295
48542.5,20.189263147438208,285.4392726
48543.0,19.467988526650153,287.9969203
48543.5,18.387777131033282,293.6568375
48544.0,17.04342541992729,297.4978256
48544.5,15.799897602294612,303.51500450000003
